"id";"title";"year";"depth";"priority";"horizontalDepth";"citingFilled";"residential_mobility_census_UK";"residential_mobility";"urban_migration_housing_market_UK";"residential_mobility_UK";"internal_migration";"internal_migration_market_UK";"housing_market_mobility_UK";"internal_migration_census_UK";"urban_migration";"internal_migration_UK";"internal_migration_housing"
"4915070606031801056";"Planned residential environments";"1970";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17612701494984656296";" Worlds in Motion: Understanding International Migration at the End of the Millennium: Understanding International Migration at the End of the Millennium";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"234001151003622131";"Geographic mobility and the two‐earner couple: expected costs of a family move";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11187785120070168307";"High-skilled migration and agglomeration";"2017";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8878597891784828115";"Child-parent separations among Senegalese migrants to Europe: Migration strategies or cultural arrangements?";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11396885295024087109";"Immigration and internal migration “flight”: A California case study";"1995";"2";"10";"internal_migration:35";"false";"NA";"NA";"NA";"NA";"35";"NA";"NA";"NA";"NA";"NA";"NA"
"4544485587381427971";"三江源生态移民选择性及对三江源生态移民效果影响评析";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17328448150413419453";"Political engagement and Latin Americans in the UK";"2010";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16044354545259471091";"The spaces of encounter of female Middle Eastern and Muslim immigrants in Atlanta, Georgia";"2009";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7186787801076739145";" Latent migration potential and the gravity model: A New Zealand study";"1970";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5293801116568097959";"“On the Way to Freedom” An Ethnographic Appreciation of the Life Projects of Unaccompanied Minor Asylum-Seekers Who Flee From Africa, Cross the Mediterranean …";"2015";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15928598118312058400";"Geographical mobility over the life course: Motivations and implications";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7146416260899290010";" 京津冀都市圈城镇体系演化时空特征";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13500900576097110539";" Migration in micro and macro perspective";"NA";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5748440368984227584";"Determinants of residential dissonance: Implications for transit-oriented development in Brisbane";"2016";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"929090764501640693";"Internal migration and the spatial distribution of population";"2016";"2";"10";"internal_migration_market_UK:20,internal_migration_census_UK:78,internal_migration_UK:41,internal_migration_housing:81";"false";"NA";"NA";"NA";"NA";"NA";"20";"NA";"78";"NA";"41";"81"
"14160461498761451767";"The emotional economy of housing";"2008";"2";"10";"urban_migration_housing_market_UK:5";"false";"NA";"NA";"5";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1105186112684139687";" Developmental Migration: A Processual Analysis of Inter-state Rural-rural Migration";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2602376407911216200";" Handbook of regional and: Urban economics";"1986";"2";"10";"urban_migration_housing_market_UK:14";"false";"NA";"NA";"14";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10841489576536499281";"Rural to urban migration as a household decision: Evidence from Kenya";"2001";"2";"10";"urban_migration:46";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"46";"NA";"NA"
"1080157811392173880";"O Brasil como destino das migrações internacionais recentes: novas relações, possibilidades e desafios";"2015";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13274299846473480129";"Understanding residential mobility: joint model of the reason for residential relocation and stay duration";"2009";"2";"10";"residential_mobility_UK:98";"false";"NA";"NA";"NA";"98";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10239104713839987304";" Maaseudulle muutto muuttoliikkeen osana";"1978";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11898510683141971491";" The consumption of household durables: a behavioral review";"1978";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"604928978317514969";"Gender inequality in employment status following family migration in GB and the US: the effect of relative occupational status";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2071061842276320560";"The ten commandments of migration research";"1991";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7552700001403358800";"Patterns of paleomobility in the ancient Antilles: an isotopic approach";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7105717978340733068";"The effects of foreign aid on refugee flows";"2019";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10502903040207458031";"On the economics of immigration: some empirical evidence for Switzerland";"1994";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"231468520107235511";"Market areas–a methodological reflection on their boundaries";"1998";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3062343717268827893";" A Religious Niche in the Domestic Work: Iraqi Christian Women in Istanbul";"NA";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"936502281947553654";"How migration motives change over migration distance: Evidence on variation across socio-economic and demographic groups";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10858988159560652388";"Adjusting housing consumption: improve or move";"1983";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9807523320222950739";"Spatial housing economics: A survey";"2016";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13536711567790154406";" Nouvelles migrations et nouveaux migrants en Belgique";"2010";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6804302594948702606";"Residential mobility of aboriginal single mothers in Winnipeg: An exploratory study of chronic moving";"2002";"2";"10";"residential_mobility_census_UK:62";"false";"62";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"594368175496686699";" Going home or leaving home? The impact of person and place ties on anticipated counterstream migration";"2001";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"508272462753106406";"Trade and migration: The case of NAFTA";"1993";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"44518612734193739";" The economics of the brain drain";"NA";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7410084897909702307";"Differences between return and nonreturn migration: An econometric analysis";"1976";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13742616008240838709";"Migration and the public sector: a survey";"1993";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11485032376154093493";" 中国人口迁移特征及其影响因素——基于第六次人口普查数据的分析";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"845222761152225953";"International migration in modern economic development: With special reference to Yugoslavia";"1982";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6404430553584452626";"A geography of nonpermanent residence in the US";"1984";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10521243218701390960";"Games the states don't play: Welfare benefits and the theory of fiscal federalism";"1995";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17166473723154289729";" Rural to urban migration in Vietnam";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7925450943686455762";" The metropolitan experience";"1972";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16181996029821217840";" Urban geography: a social perspective";"1973";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17867721110238868758";" International labor migration and national development";"1983";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10004207529391924840";" An Institutional Approach to Bordering in Islands: The Canary Islands on the African-European Migration Routes.";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13254213821101744347";"Population growth, internal migration, and environmental degradation in rural areas of developing countries";"1992";"2";"10";"internal_migration:74";"false";"NA";"NA";"NA";"NA";"74";"NA";"NA";"NA";"NA";"NA";"NA"
"15177995756928163669";"An analysis of the determinants of internal labor mobility in India";"1971";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5781040896670275171";"Urban population development in Europe, 1991–2008: The examples of Poland and the UK";"2012";"2";"10";"urban_migration_housing_market_UK:45";"false";"NA";"NA";"45";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8051613883706903429";" South Asians in Kenya: Gender, generation and changing identities in diaspora";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1849795155609715080";"Çağdaş göç teorileri üzerine bir değerlendirme";"2017";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11823533032722095868";"Nativity concentration and internal migration among the foreign-born";"1994";"2";"10";"internal_migration:21";"false";"NA";"NA";"NA";"NA";"21";"NA";"NA";"NA";"NA";"NA";"NA"
"5190590465173048995";"Population change and housing across the lifecourse: demographic perspectives, methodological challenges and emerging issues";"2015";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1103151383361539698";"The dynamics of US internal migration";"1993";"2";"10";"internal_migration:10";"false";"NA";"NA";"NA";"NA";"10";"NA";"NA";"NA";"NA";"NA";"NA"
"9185030918759698922";"Migration and urbanization in northwest England circa 1760–1830";"1994";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16077038080271993412";"The Ethnicity of Refugees (ER): A new dataset for understanding flight patterns";"2018";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18122758303383052712";" Patterns and Socio-Economic consequences of International labour migration on Catholic and Orthodox villages from Eastern Romania (Neamt county)";"2005";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8949153453850520463";" Determinants of individual migration: an analysis of SARs data";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7282295327352340467";" Internal migration in Nepal";"2003";"2";"10";"internal_migration:84";"false";"NA";"NA";"NA";"NA";"84";"NA";"NA";"NA";"NA";"NA";"NA"
"788130529287936165";"A new look at family migration and women's employment status";"2009";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12801247191543212570";"Fertility and spatial mobility in the life course: evidence from Austria";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4277210306133487034";" Strangers in the ethnic homeland: Japanese Brazilian return migration in transnational perspective";"2003";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6948968546268862250";"The progress of inequality in revolutionary Boston";"1971";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10786639699760637459";" New Zionism and the foreign policy system of Israel";"1986";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13186652721564348334";"From the mine to Buenos aires: Gender and social change in migration";"2006";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17225960478947976470";"The brain drain of health care professionals from sub-Saharan Africa: A geographic perspective";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7951268271424356009";"International migration, housing demand and access to homeownership in the UK";"2011";"2";"10";"internal_migration_market_UK:33";"false";"NA";"NA";"NA";"NA";"NA";"33";"NA";"NA";"NA";"NA";"NA"
"714084918167162234";" The transnational villagers";"2001";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9592335957959113841";" Организация миграционного потока: студенческие сети Казахстан-Петербург";"2008";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6422637580889777417";"Distance to parents and geographical mobility";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9242228046028327885";"Of counter-diaspora and reverse transnationalism: return mobilities to and from the ancestral homeland";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9440209654613980720";" Nieuwe migranten en de arbeidsmarkt";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6617200070366120640";"Migration, care, and the linked lives of dual-earner households";"2004";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13318321728483414119";"Brain drains and brain gains: causes, consequences, policy";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8571022483562981243";"Self‐help in housing and chengzhongcun in China's urbanization";"2003";"2";"10";"urban_migration_housing_market_UK:65";"false";"NA";"NA";"65";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"117026528871341657";" Analytical behavioural geography";"1987";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16368362451959413863";"Racial stratification in the actuation of mobility expectations: Microlevel impacts of racially restrictive housing markets";"2001";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15427523684454985214";"Social capital and the dynamics of temporary labour migration from Poland to Germany";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7301696906450846769";" State policies and internal migration: studies in market and planned economies";"1983";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13465599127009812738";" Human migration: concepts and approaches";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5107709135842486825";"Cabaret dancers:“settle down in order to stay mobile?” Bridging theoretical orientations within transnational migration studies";"2010";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8528438850719749157";"An analysis of migratory systems: 1. Theory";"1986";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12795702326683409893";" Housing Classes and Housing Careers: Population Movement in a Redeveloped Central Area";"1973";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18261387921604120366";"'Home'or away? The higher education choices of expatriate children in the United Arab Emirates";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15033467512496903480";" Зарубежные теории миграции населения";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12011394313868110518";"To go or not to go: Emigration from Germany";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7647231878427047153";" The limited Raj: Agrarian relations in colonial India, Saran district, 1793-1920";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10358280765030666426";"Transnationality and Social Integration within Lifestyle Migration. A comparative study of two cases in Mexico and Spain";"2015";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10014367851061038785";"Migración hacia áreas metropolitanas de América Latina: un estudio comparativo";"1977";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13521641630958617600";" Migrant selectivity and the growth of large cities in developing societies";"1971";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18279667097783221424";" Het Minderhedenbeleid..";"1984";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5563257081278223969";"Interprovincial migration, population redistribution, and regional development in China: 1990 and 2000 census comparisons";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6004246632575982658";" Migration and mobility in Britain from the eighteenth to the twentieth centuries";"1996";"2";"10";"residential_mobility_census_UK:49";"false";"49";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9593970306395377650";" Soziales Kapital und Kettenmigration: Italienische Migranten in Deutschland";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15082855514060269855";"International migration, trade and aid: a survey";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12999784758632628910";"Assessment of residential satisfaction in newly designed public low-cost housing in Kuala Lumpur, Malaysia";"2010";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12231836199966376646";" Mobilités de travail et (re) construction des rapports sociaux au sein d'une communauté Hmong de Chine (province du Guizhou)";"2013";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16336359880878081507";"Family migration and female employment: the problem of underemployment among migrant married women";"1988";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2869111027003288272";" The Dagara farmer at home and away: Migration, environment and development in Ghana";"2011";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12406824949813113160";"A critical reflection on housing market area definition in England";"2012";"2";"10";"urban_migration_housing_market_UK:10";"false";"NA";"NA";"10";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9237747290194103758";"Living an uncertain future: An ethnography of displacement, health, psychosocial well-being and the search for durable solutions among Iraqi refugees in Egypt";"2012";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3946490231075043194";"Victims or victors? The effects of forced relocations on housing satisfaction in Dutch cities";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1492927810821075434";" Migration in the United States: An Analysis of Residence Histories";"1968";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"476167799005709270";"Движущие силы международной миграции населения";"2007";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10654814747265429283";"What we know about migration within Canada—A selective review and agenda for future research";"1974";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14054913889810685046";" Integration, identity and gender: Portuguese-Canadian and Portuguese-French second-generation emigrant women narrate “return” to Portugal";"2010";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10374424907932827035";"Interstate migrants in the United States: Some social-economic differences by type of move";"1977";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9646541255925192110";"Migration and labour market integration in late nineteenth-century England and Wales";"1997";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14038241208705985451";"Migrace";"2007";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4582128837912134690";" Wohnstandortentscheidungen und städtische Transformation: vergleichende Fallstudien in Ostdeutschland und Tschechien";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1133665045441811272";"Migration and the social history of modern Europe";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18304976736493209123";" DONNE MIGRANTI TRA PERÙ E ITALIA: GENERE E ORIENTAMENTO SESSUALE";"NA";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4864783874728173248";" Female migrant's adaptation in Dhaka: a case of the processes of urban socio-economic change";"1996";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7260126154020990606";" A panel study of life‐cycle effects in residential mobility";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10276265758068353062";"Obama, Katrina, and the persistence of racial inequality";"2016";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7922555689364004232";" Roznice liczby ludnosci ujawnione w Narodowym Spisie Powszechnym 2002";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17150586284620631183";" Retirement migration: Paradoxes of ageing";"2012";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17389813165421489933";" Medium-term impacts of the Oportunidades conditional cash transfer program on rural youth in Mexico";"2009";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8816615333354497044";"Determinants of different internal migration trends: the Italian experience";"2010";"2";"10";"internal_migration_housing:42";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"42"
"344845461048910679";"Between fragmented ties and 'soul friendships': The cross-border social connections of young Romanians in London";"2013";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9911067188268557087";"The location of displaced New Orleans residents in the year after Hurricane Katrina";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9338835945838262242";" Soziologische Stadtforschung";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6871110994503420750";"Moderní migrace. Stěhování se zvláštním významem";"2016";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8166653543487072259";" De emigrantes a vítimas de tráfico: mobilidades e prostituição no espaço transatlântico";"2016";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10802700055784258871";" Povratak na granicu: migracijska iskustva u trokutu Hrvatska-Njemačka-Slovenija";"2007";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17127407857243583192";" La emigración gallega a Cuba: trayectos migratorios, inserción y movilidad laboral, 1898-1968";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11658645406888170737";" Transnationalism";"2009";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10434538954229524642";"Миграције као предмет антрополошког истраживања: концептуализације и политике";"2018";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9220158851372549275";"Migration with a composite amenity: the role of rents";"1983";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6614627228710350649";"Why Families Move: A Model of the Geographic Mobility of Married Couples.";"1976";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10798906350669331348";"Home ownership, life cycle stage, and residential mobility";"1970";"2";"10";"residential_mobility:22";"false";"NA";"22";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10404326433784278858";"Welfare services for migrants: can they be better planned?";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2279578533846437122";"Voluntary associations";"2018";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11973298664719128396";"A survey of urban economics";"1973";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11763173681930889076";"Population turnaround and the peopling of the countryside? Migration from Sydney to country districts of New South Wales";"1988";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8955645614140074599";"Environmental vulnerability, rural poverty, and migration in Ethiopia: a contextual analysis";"2003";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11142911150941471284";"Employment suburbanization and the journey to work";"1990";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2952191900411608225";" Migration and urbanisation in South Africa";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13337086739917134859";" Household Mobility in Urban Homesteading Neighborhoods, Implications for Displacement";"1979";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
